AT,BE,CH,DE,DK,ES,FI,FR,GB,IE,IT,NL,NO,PT,SE
-1.6907374,-1.6760732,-0.8016683,-2.0671566,-1.755471,-0.29872495,-0.63068366,-1.296471,-0.49985614,-1.6760399,0.32223135,-1.3875074,-1.1598175,-0.19092317,-0.91419464
0.044128988,-0.62903166,0.5447539,0.12937279,-0.4567475,0.18442509,-0.70445013,-0.7218672,-0.26795122,-0.6125915,0.6752497,0.19117111,-0.9343555,0.09853907,-1.2144804
-0.000567231,-0.47739393,0.048615195,0.46954522,-0.1102126,0.34590486,-0.8705387,-0.6506864,-0.45512953,-0.37698495,0.53087264,0.29274952,-0.97805786,0.29376113,-0.6667358
-0.12715848,-0.12001254,-0.5677735,0.2126332,-0.3844018,0.5453108,-0.73122054,-0.57280713,-0.33888593,-0.31754693,0.48694223,0.30394787,-0.8875733,0.34890208,-0.5504174
-0.16852684,-0.17241336,-0.69433177,0.16975288,-0.5630689,0.49090147,-0.7704647,-0.59930795,-0.38942993,-0.54094356,0.48432538,0.31247434,-0.9193285,0.31609362,-0.73411846
-1.2441932,-1.1925232,-1.6548105,-1.2579612,-1.9084584,-0.4817915,-1.2443157,-1.0594025,-1.2704756,-1.2181098,-0.6658809,-1.058158,-1.2033663,-1.0073762,-1.2490851
-1.7484512,-1.6078303,-1.2107753,-1.715869,-1.9287678,-0.9782138,-1.3180761,-1.2824944,-1.6467414,-1.6439723,-1.4158406,-1.3185003,-1.2049654,-1.4151804,-1.1822224
0.120673575,-0.27676848,-0.15080097,0.36906895,-0.5974251,0.9883417,-0.6317467,-0.5691814,-0.70205694,-0.56750965,0.5729694,0.24321064,-0.880159,0.32867116,-0.6383272
0.15028857,0.0018088946,-0.30454352,0.38728893,-0.59239876,1.3727062,-0.7038469,-0.41087192,-0.3332391,-0.46540412,1.041872,0.21265785,-0.9463047,0.46693552,-0.70821077
0.06978422,0.047711022,-0.3393249,0.10274739,-0.47440723,1.57227,-0.80522656,-0.36879358,-0.34298238,-0.5091448,1.1958648,0.23803812,-0.9143572,0.64718467,-0.7066792
-1.3704892,0.08000455,-0.49539146,-0.8643615,-0.26532915,1.6304922,-0.79509795,-0.35082504,-0.46238974,-0.46205035,1.1435214,0.4693903,-1.0337002,-0.91374975,-0.7629206
-0.5053732,-0.12639032,-0.19951957,-0.23277678,-0.6455301,1.635753,-0.7885093,-0.4520704,-0.7408136,-0.49290967,1.2806047,0.26208282,-1.0763628,0.2252186,-0.8907596
-1.386076,-1.0060738,-1.1444186,-1.258005,-1.8663837,0.6685211,-1.2667112,-0.9510771,-1.1229594,-1.3801904,-0.06225034,-0.80844593,-1.2577212,-0.3423453,-1.3423756
-1.8181708,-1.41935,-1.409979,-1.759539,-1.785595,-0.09583598,-1.3937283,-1.1683586,-1.2620769,-1.8330213,-1.2338083,-1.2754694,-1.3195395,-0.7290937,-1.3459163
-0.110012695,0.16482076,-0.45772508,0.2849749,0.12518658,1.6563932,-0.974279,-0.31801498,-0.26781678,-0.53155124,0.6532849,0.602574,-0.924424,1.0336474,-0.6746036
0.1438012,0.36719322,-0.15561181,0.5409017,-0.23724428,1.8281358,-1.1008537,-0.15618531,-0.33141986,-0.4515849,1.1269401,0.6423074,-0.8884214,1.4177288,-0.7854142
0.3053154,0.44148833,-0.06300889,0.464537,-0.1990718,1.8259281,-1.2291561,-0.091036566,-0.38232183,-0.21302631,1.3561668,0.52790993,-0.84692013,1.1461012,-0.64310384
0.28690583,0.3776734,0.024971154,0.65337664,0.026420442,1.8521004,-1.3551161,-0.11149762,-0.45651016,-0.45829326,1.4868823,0.90617347,-0.8495176,0.9079664,-0.7796819
0.22409473,-0.018825833,0.17857203,0.47664988,-0.4207112,1.4833456,-1.7829374,-0.31261376,-0.83291924,-0.19974327,1.578689,0.4441519,-0.93804425,0.6167651,-1.4765091
-0.93220186,-1.1320386,-0.2912113,-0.9467818,-1.7816365,0.25422847,-1.9607686,-0.9115533,-1.5270647,-1.453314,0.3199347,-0.66304076,-1.265992,-0.8784969,-1.5933049
-1.386034,-1.6402457,-0.7069059,-1.5845873,-1.8799105,-0.49287075,-1.9789387,-1.195218,-1.7353333,-1.9418344,-0.6877034,-1.1459808,-1.2888186,-1.4075614,-1.4557433
0.085202634,-0.05623758,-0.044380784,0.27321607,-0.6082709,1.1434722,-1.1630533,-0.40579784,-0.6878861,-0.6375475,1.2282536,0.09723723,-0.93032783,0.19607645,-0.84289175
0.3169424,0.14715071,0.06652462,0.36019638,-0.40247867,1.1455221,-0.87374514,-0.35391337,-0.61929965,-0.40059897,1.5666758,0.30406177,-0.8974455,0.406138,-0.6533462
0.38910565,0.19431145,0.14052115,0.40464923,-0.45225212,0.7723665,-0.84961057,-0.4848724,-0.4868416,-0.36625144,1.4162755,0.7005433,-0.95556897,0.23026793,-0.73532665
0.33029675,0.025612995,-0.17611204,0.3522581,-0.28070864,0.24760646,-0.83784163,-0.57256943,-0.42056805,-0.44930348,0.979753,0.49829507,-0.97023326,0.018439503,-0.6544842
-0.02559056,-0.1047388,-0.3718571,0.2826949,-0.544891,0.035285678,-0.9085743,-0.6223703,-0.51787215,-0.5475175,0.8418952,0.34780264,-1.1064636,-0.060375217,-0.81673115
-1.0690299,-1.0355645,-1.2085884,-1.124576,-1.8755586,-0.94828564,-1.4159274,-1.1153098,-1.3536451,-1.4763918,-0.6018608,-0.6620742,-1.3727494,-1.1259898,-1.3497518
-1.5304025,-1.4251585,-1.3346878,-1.702026,-1.9594548,-1.4686738,-1.4757258,-1.2957584,-1.5972377,-1.9292227,-1.3919064,-1.2783118,-1.4046526,-1.441815,-1.3809845
0.004698292,-0.12691775,-0.5596463,0.10719374,-0.5777536,0.32252687,-0.8711478,-0.60948026,-0.6275816,-0.62802076,0.4841487,0.2094744,-1.0458798,0.5524895,-0.7381368
0.1043705,0.11290739,-0.448465,0.34509656,-0.4309057,0.82054085,-0.84140223,-0.45879984,-0.30460173,-0.47224692,0.90471226,0.3706536,-0.9436831,0.76085377,-0.7766893
0.1666341,0.05031012,-0.4304122,0.42463708,-0.42352706,0.96827537,-0.82019854,-0.37359932,-0.26572865,-0.40703925,1.1736215,0.48360088,-0.9813724,0.5310368,-0.6869675
0.15694477,0.19386399,-0.38173643,0.47951722,-0.3847039,0.7889357,-0.69021255,-0.29644808,-0.0758975,-0.34733316,1.326656,0.6848825,-0.96456444,0.4102585,-0.7235531
0.07698791,0.08370041,-0.28419584,0.423987,-0.64119333,0.622353,-0.81980044,-0.3029986,-0.28861168,-0.4597689,1.4702593,0.67564595,-1.0521002,0.32555643,-0.9162738
-0.95423406,-1.0764693,-0.71837455,-0.97347057,-1.9383268,-0.5340508,-1.2294227,-0.87033147,-1.1697111,-1.3267893,0.25881732,-0.6735283,-1.3527126,-0.85189,-1.369239
-1.4453485,-1.6042148,-0.86224234,-1.6463128,-2.0115561,-1.1150981,-1.4199482,-1.1775608,-1.3186975,-1.8665638,-0.5414501,-1.4170091,-1.3826245,-1.4802654,-1.4211808
0.15905127,-0.28257695,-0.28098288,0.3716521,-0.5028657,0.7951419,-0.9516845,-0.5395104,-0.34799308,-0.6443903,1.3749186,0.43531233,-1.1468565,0.11791151,-0.9334427
0.16014624,-0.09962058,-0.41506732,0.4548746,-0.46435156,1.2034863,-0.95467407,-0.48359895,-0.21513171,-0.45520756,1.6564808,0.4632226,-1.1183733,0.39461538,-1.0217878
0.17842944,-0.18914944,-0.45293537,0.5062812,-0.48233372,1.6417435,-0.9277516,-0.41543233,-0.38418645,-0.52417153,1.7498695,0.55056244,-1.1498739,0.8331952,-1.0775514
-0.07778568,-0.20401666,-0.39704135,0.29787052,-0.69949454,1.9355637,-0.9227031,-0.46036536,-0.40099242,-0.5465788,1.8874489,0.24073796,-1.1114417,1.0955064,-1.0046188
-0.21174896,-0.41089803,-0.5718103,0.17252488,-1.003548,1.7584177,-0.9660504,-1.1185614,-0.58976567,-0.6803479,1.546435,0.21484609,-1.1282275,0.9565783,-1.1226511
-1.2721653,-1.3853505,-1.1927516,-1.2468021,-2.0565176,0.4295691,-1.290533,-1.1171675,-1.3100659,-1.281305,-0.022130439,-0.98104995,-1.3602667,-0.30448097,-1.5017282
-1.8166542,-1.6274501,-1.2872803,-1.7715069,-2.164982,-0.38842332,-1.4378545,-1.2129488,-1.3958348,-1.8684428,-1.1447692,-1.131685,-1.4865221,-1.0065104,-1.5672704
-0.27915218,-0.4532252,-0.8753489,0.14248982,-1.4056242,1.5183908,-0.9731517,-0.42055354,-0.5830432,-0.706914,0.7143936,0.08703409,-1.1984191,0.59622645,-1.2530612
-0.040040385,-0.36199027,-0.60032,0.3548661,-1.2372794,1.7835729,-1.0475678,-0.30388653,-0.40153024,-0.56750965,1.2228187,0.28760564,-1.1969866,0.6783793,-1.2703425
0.029679658,-0.29748508,-0.45045197,0.45815223,-1.2583528,1.6073004,-1.0087594,-0.33111572,-0.04353086,-0.46406293,1.4280782,0.702561,-1.2403698,0.5953189,-1.1838241
0.074165575,-0.58910173,-0.44970644,0.33166987,-1.1886742,1.2734329,-1.0850557,-0.46175566,-0.44820127,-0.67578655,1.4596255,0.69937754,-1.3028796,0.36558536,-1.2553794
-0.17981716,-1.6803788,-0.4271187,0.11090712,-1.2590685,0.99401766,-1.0277432,-0.5285477,-0.54440296,-0.7593756,1.5158216,0.046988256,-1.2946042,0.24278899,-1.2571217
-1.1594759,-1.6643339,-1.1297182,-1.1760263,-2.2662754,-0.16096714,-1.317596,-1.0629932,-1.225525,-1.5476372,0.245946,-0.91965926,-1.4632849,-0.8784412,-1.5873336
-1.653034,-2.0071733,-0.99769956,-1.851054,-2.159183,-0.92436343,-1.4761331,-1.3267184,-1.3809825,-1.9022541,-0.447708,-1.4294298,-1.5789105,-1.455188,-1.6543652
-0.13322474,-0.93490624,-0.9401956,-0.047688436,-1.2999307,0.627771,-0.9976847,-0.68054026,-0.7072466,-0.7745367,1.2708716,-0.03657129,-1.3004665,0.30309054,-1.2667456
-0.37473777,-0.8745434,-0.5924008,0.1986512,-1.3530266,0.6170781,-0.9681018,-0.59290963,-0.482046,-0.59340435,1.141679,0.070634596,-1.2932036,0.65051544,-1.3049612
-0.2861031,-0.80422884,-0.70631117,0.20862322,-1.3138213,0.9984467,-1.041067,-0.5910363,-0.5525059,-0.6136646,1.0011295,-0.02014382,-1.2866051,0.7932293,-1.2236269
-0.301016,-0.8121099,-0.90598327,0.22615461,-1.2530881,1.3815353,-0.9898779,-0.59047955,-0.6922422,-0.7141593,0.9735027,0.047186762,-1.2653613,0.7681307,-1.3192215
-0.435274,-0.94290817,-0.8461959,-0.095179714,-1.5274185,1.3739961,-0.8673415,-0.686339,-0.83058906,-0.90535456,1.0157509,-0.08485983,-1.29058,0.7331086,-1.3055513
-1.4041065,-1.553073,-0.7213578,-1.3307257,-2.093452,0.27859548,-1.3514029,-1.1368301,-1.4314004,-1.6889205,-0.006457735,-0.9375649,-1.4206425,-0.48715988,-1.5959603
-1.7706517,-2.1036477,-0.9575749,-1.7992939,-2.0417602,-0.4601765,-1.4081851,-1.3799621,-1.6374196,-2.0701034,-0.82489634,-1.4465108,-1.4641573,-1.3042692,-1.5588405
-0.39832893,-0.8727155,-1.1607467,-0.04360916,-1.0298285,0.83980495,-0.9258334,-0.8088786,-0.7930689,-1.0542856,1.1259811,-0.3528186,-1.2230185,-0.08457277,-1.2783086
-0.18491434,-0.8133685,-1.9701909,0.16759898,-0.88342154,1.1115949,-1.0193393,-0.718596,-0.7041543,-0.7709141,1.7396734,-0.1494906,-1.1753005,0.067686535,-1.2972901
-0.084905446,-0.7017426,-0.854623,0.15986316,-0.87351346,1.2010354,-0.94261825,-0.69918275,-0.6184837,-0.6820924,1.9594951,-0.16901624,-1.2282646,0.12762555,-1.271059
-0.09998668,-0.92544186,-0.69136447,0.29204822,-0.62961555,1.4323615,-1.0128735,-0.69917876,-0.7678645,-0.732675,2.0335934,-0.16174008,-1.1204847,0.46745926,-1.2751896
-0.17126524,-0.9586284,-0.6516043,0.066157065,-0.9422079,1.6090782,-0.87085235,-0.7393334,-0.82190377,-0.8341092,1.8523178,-0.3619992,-1.2238959,0.59311175,-1.3668503
-1.0711784,-1.5681441,-1.3187642,-1.4250125,-2.0132902,0.4248532,-1.3227352,-1.1742662,-1.4084098,-1.6674527,0.67935556,-1.2890266,-1.3831421,-0.5980007,-1.5097649
-1.5514661,-1.9658619,-0.95880777,-2.0862918,-2.0877523,-0.5392968,-1.3093557,-1.4539392,-1.6335655,-2.104988,-0.28266943,-1.8312544,-1.3932846,-1.3316232,-1.5235758
-0.5146409,-0.8327046,-0.9129399,-0.2282422,-0.531234,0.99671257,-0.7244178,-1.0021437,-0.67479974,-1.9896002,0.43888068,-0.59571016,-1.0029907,-0.14918387,-1.0507865
-0.32401723,-0.47950652,-0.44254813,0.087490074,-0.36659452,0.74271053,-0.73439133,-1.024143,-0.48083597,-0.94708264,0.4383089,-0.13721246,-0.98880494,-0.18137035,-1.0340812
-0.20783116,-0.5122066,-0.5114116,0.13587773,-0.15027258,0.2582705,-0.75180584,-1.0425087,-0.47473204,-0.8212287,0.5391341,-0.42870432,-0.931393,-0.23817994,-0.9224839
-0.08730667,-0.25739238,-0.45049137,0.06531694,-0.16295472,-0.14365217,-0.7682685,-1.0471509,-0.560214,-0.6929603,0.2651181,-0.2018432,-1.0081813,-0.15548286,-0.883313
-0.40195152,-0.4528596,-0.5795267,-0.11050689,-0.5123148,-0.11821018,-0.85784155,-1.0858102,-0.64722866,-0.6038698,-0.42414454,-0.43850976,-1.021274,-0.07982459,-1.0614362
-1.400315,-1.2771367,-0.8727638,-1.4711521,-1.6708661,-0.8921993,-1.2474519,-1.4143103,-1.3307439,-1.4712927,-1.3586769,-1.1956903,-1.2633297,-0.8978415,-1.4580898
-1.919823,-1.7844492,-1.5705038,-2.066266,-1.8904374,-1.4453677,-1.3112593,-1.5647414,-1.5331775,-1.8476455,-1.9004239,-1.7953578,-1.2375103,-1.3413863,-1.4856693
-0.8832507,-1.1197305,-0.6265971,-0.33503985,-0.30741084,-0.2908989,-0.75803417,-1.2102814,-0.5365873,-0.5769012,-1.3653815,-0.39832205,-0.88772875,-0.6409774,-0.75364774
-1.617142,-1.4223557,-0.3961484,-0.17606539,-0.26178244,-0.8223529,-0.7488218,-1.4145983,-0.54140055,-0.488482,-1.8721409,0.034965914,-0.8294267,-1.3441304,-0.75985754
-0.27397057,-0.31763238,-0.6734333,0.06109202,-0.08305377,0.3551499,-0.6622651,-1.0287851,-0.5230619,-0.3264023,-1.0528024,-0.09685354,-0.94979227,-0.50142735,-0.61698544
-0.13006522,-0.032393493,-0.69712365,0.17279013,-0.06147206,0.56053287,-0.6599783,-0.9628226,-0.4944421,-0.4611109,-0.8115203,0.19392756,-0.8993865,-0.22061689,-0.73276967
-0.22851558,-0.07017083,-0.7029805,0.045354545,-0.29812843,0.70918447,-0.6330144,-0.9572067,-0.7077844,-0.6042723,-0.6052009,-0.064936504,-0.96994156,-0.20181732,-0.73057795
-1.0511678,-1.2525605,-0.39627522,-1.3821511,-1.5820807,-0.3453949,-1.1258438,-1.3762195,-1.6826928,-1.3995111,-0.9864691,-1.1981915,-1.2612189,-0.9694071,-1.341912
-1.7506416,-1.5663561,-1.2646738,-1.9670972,-1.661112,-0.9498484,-1.4011222,-1.5054498,-1.4445137,-1.641826,-1.5344751,-1.5638072,-1.2652335,-1.2404062,-1.2573042
-0.35843468,-0.06830195,-0.6606473,-0.1095152,-0.18826962,0.8362789,-0.6997557,-0.8732953,-0.4134238,-0.34786934,-0.63233155,-0.13829225,-0.9267685,0.08025669,-0.6449446
-0.25084296,0.08784373,-0.4779185,-0.04615382,0.2651508,1.0498319,-0.69996095,-0.7254462,-0.29063764,-0.122997075,-0.43149704,-0.03600308,-0.8175095,0.14154357,-0.69546753
-0.20728368,0.08345668,-0.2338422,0.024829697,0.25249654,1.0782981,-0.69980586,-0.6902605,-0.30782005,-0.3384778,-0.21761455,0.01805483,-0.854913,0.09938444,-0.62433356
-0.05512162,0.18204334,0.003868215,0.15544227,0.007959015,1.0053698,-0.6545784,-0.5797388,-0.50021493,-0.26951304,-0.002217776,0.21464692,-0.79748994,-0.07624914,-0.519466
-0.08979183,0.1408948,-0.15743138,-0.027707094,-0.40094146,0.9116293,-0.45474955,-0.56114745,-0.6564165,-0.35766417,0.18232927,0.06674106,-0.88439566,-0.1605592,-0.622802
-1.0739588,-1.0083892,-0.95647174,-1.3504038,-1.4074129,-0.13652825,-0.77334034,-1.0282944,-1.1798308,-1.1416317,-0.479432,-0.8989399,-1.0900835,-1.0354495,-1.0836488
-1.549402,-1.4394164,-0.86557466,-1.9023279,-1.5409378,-0.93627447,-0.87876725,-1.2796321,-1.4332651,-1.5336827,-0.8517999,-1.3298118,-1.1716366,-1.5354693,-1.1687626
0.002802585,0.07923244,-0.031535294,-0.019301658,0.035746433,0.636271,-0.42426342,-0.5101936,-1.4272864,-0.3242553,0.9814605,0.40754464,-0.8245326,-0.5395568,-0.601896
-0.03645928,0.34696406,-0.05210807,0.21018921,0.036849074,0.5469596,-0.4616813,-0.3931334,-0.33591968,-0.33123252,1.1148425,0.6632253,-0.8643996,-0.32552207,-0.7280911
0.10883578,0.39859277,0.17903134,0.3289985,0.15784818,0.4004862,-0.47643983,-0.44555125,-0.3121577,-0.29406655,1.1914734,0.94030803,-0.8276594,-0.18028764,-0.5959249
0.30708474,0.22290817,0.3946642,0.21382087,0.025422951,0.407166,-0.46337104,-0.56960195,-0.33568606,-0.39389062,1.2723354,0.3047439,-0.8008824,-0.1397767,-0.5801327
0.13828242,0.051447816,-0.17411481,-0.12395192,-0.38159466,0.24677534,-0.5177841,-0.6393808,-0.50786924,-0.52457404,1.1375567,0.13861932,-0.83798337,-0.15021747,-0.7242414
-0.99197984,-0.90541553,-1.2309568,-1.5040925,-1.5090297,-0.80655706,-0.7505705,-1.1304587,-1.137363,-1.1299587,-0.4641126,-1.0073968,-1.1099586,-1.1298091,-1.0957319
-1.4555013,-1.3230379,-1.3355985,-2.0111396,-1.5415978,-1.3682973,-0.9062961,-1.3139061,-1.2973291,-1.4109153,-1.4815851,-1.3957502,-1.1788057,-1.6585381,-1.0938911
-0.11569981,0.13179606,-0.64176434,-0.062504075,-0.1109504,0.44387338,-0.36810502,-0.60683984,-0.27683404,-0.36423886,0.24861254,0.28661045,-0.81651926,0.010031574,-0.3973452
0.1446439,0.318692,-0.4491757,0.18231396,0.04573761,0.9037462,-0.36569813,-0.5095901,-0.13613854,-0.30305636,0.66543216,0.66595376,-0.7839737,0.30866364,-0.40400478
0.3204391,0.052585516,-0.4103256,0.37611088,0.24855538,0.9579553,-0.24667257,-0.54482216,-0.31127033,-0.26750046,0.80659616,0.49644724,-0.79674846,0.45782214,-0.39286318
0.19085668,0.22924502,-0.5188013,0.17730574,0.12764226,0.827607,-0.19194856,-0.53001976,-0.21427965,-0.1196425,0.8480367,0.45171183,-0.7405591,0.57615674,-0.31415653
-0.032878663,-0.055547345,-0.35408306,0.27896908,-0.27775916,0.4514844,-0.27089193,-0.5676041,-0.37124333,-0.34451553,0.6035411,0.67072856,-0.7238437,0.37735924,-0.43769628
-1.0413946,-0.9993714,-0.94193923,-1.1837817,-1.3371505,-0.826237,-0.64227414,-1.1091722,-1.00512,-1.0435522,-0.6724175,-0.71826375,-0.9945582,-0.9061864,-0.8874578
-1.3596206,-1.6276938,-0.3277671,-1.7981826,-1.5097942,-1.5959833,-0.94605905,-1.329281,-1.2309748,-1.3596619,-1.3630682,-1.3128728,-1.085502,-1.5894514,-1.2303708
0.24562187,-0.40841985,0.012828923,0.29698005,-0.07394796,-0.1744692,-0.56914866,-0.62186426,-0.63454604,-0.32680482,0.25848052,0.24804276,-0.7691194,0.16745888,-0.53129584
0.37014857,-0.11806274,-0.20440526,0.4457806,-0.03125627,0.4315901,-0.46190643,-0.57478154,-0.49810833,-0.054971796,0.5724228,0.1904317,-0.7468857,0.42172468,-0.42534652
0.3016084,-0.3184854,0.04060683,0.69902956,0.056545604,0.60452205,-0.42043036,-0.4273297,-0.39143738,-0.19115679,0.54029506,0.35857397,-0.71613705,0.4767543,-0.31268132
0.3497169,-0.12492797,0.030468121,0.59787774,0.089244954,0.57796276,-0.39305395,-0.45228836,-0.2770668,-0.051751662,0.6696895,0.63162065,-0.6290602,0.4435555,-0.29934797
0.11709296,0.16071743,-0.32250208,0.2320148,-0.3643846,0.07746886,-0.34966305,-0.4427046,-0.31774232,-0.21356326,0.55637157,0.29289207,-0.67569053,0.17413515,-0.54668033
-0.7722887,-0.9106556,-1.0689293,-1.1951871,-1.3087769,-1.1035593,-0.791153,-0.88399297,-0.96248245,-0.8712751,-0.7253748,-0.59849524,-0.94416386,-1.0624262,-0.91124415
-1.1957896,-1.4054978,-1.1697,-1.767591,-1.3447847,-1.6952707,-0.98865384,-1.0195007,-1.1397293,-1.3306808,-1.4953816,-1.1680079,-0.9670419,-1.6456332,-0.9428842
0.22615929,0.06647783,-0.27222326,0.21445201,0.09366482,-0.06265395,-0.41734675,-0.3153746,-0.42444015,-0.25019225,0.17685266,0.47106695,-0.697863,-0.019788178,-0.3150275
0.64793277,0.23091015,0.09383635,0.3455323,0.15179583,0.17860527,-0.44132385,-0.22525153,-0.32684863,-0.12004502,0.513442,0.45580453,-0.64180046,0.19935893,-0.21462777
0.61330456,0.13963524,0.2015745,0.37643296,0.17174798,0.22147645,-0.42572802,-0.22309819,-0.4689239,0.12656312,0.42411655,0.47294277,-0.5564557,0.2393813,-0.14419621
0.47613978,0.0040433556,0.21656634,0.30966133,0.15913615,0.24099854,-0.53467983,-0.32209238,-0.25771555,-0.078720264,0.34402817,0.3478306,-0.48031822,0.30523467,-0.1285588
0.22733867,0.052463654,-0.04805476,0.17551833,-0.18845494,0.21889645,-0.400158,-0.37065884,-0.4032957,-0.11400728,0.31515607,0.4213289,-0.5555639,0.30313966,-0.29778844
-0.94239676,-1.0871933,-1.0384629,-1.1274433,-1.2698846,-0.86122507,-0.7913788,-0.9140612,-1.0469694,-0.62225187,-0.86462903,-0.8580128,-0.8705945,-0.9159422,-0.7762257
-1.3347236,-1.4989662,-1.1255146,-1.6342822,-1.3322333,-1.5047079,-0.9391719,-1.1748737,-1.1599683,-1.2817074,-1.5686306,-1.2702969,-0.9804777,-1.4686731,-0.8993297
0.24090333,0.078216605,-0.05103633,0.31545225,0.08869247,0.07543374,-0.32524398,-0.45744863,-0.19497293,-0.21893042,0.15682247,0.42621765,-0.6845859,0.055025537,-0.37983903
0.38801017,0.30228153,0.048717458,0.40014663,0.13855192,0.29513577,-0.22049652,-0.36730582,-0.17037821,0.034654934,0.42238382,0.54615664,-0.65224993,0.27570873,-0.57714015
0.36391395,0.3062211,0.23919177,0.47055584,0.21411492,0.31247962,-0.19779322,-0.3971794,-0.24153727,0.293473,0.43242848,0.49104756,-0.67175573,0.3270999,-0.57826436
0.27060273,0.297447,0.20087124,0.49816585,0.20099649,0.28954574,-0.21995501,-0.38948828,-0.18461204,0.13407649,0.4087467,0.7667088,-0.5853025,0.42884776,-0.6240244
0.12813002,0.13914779,0.16173664,0.34832978,-0.11326433,0.2513905,-0.118513554,-0.46895644,-0.14898336,-0.09589404,0.34753624,0.6479915,-0.5378948,0.41482502,-0.5585944
-0.909369,-0.8131248,-0.53116405,-1.0036259,-1.1245762,-0.89763147,-0.43176278,-0.9263634,-0.7575301,-0.8766423,-0.91453254,-0.3911598,-0.8150584,-0.8543697,-1.0019354
-1.2721233,-1.410576,-0.654599,-1.7606823,-1.170473,-1.5865662,-0.6068445,-1.1112127,-1.0563002,-1.2186468,-1.6491559,-1.0558273,-0.80396324,-1.4393493,-0.98264515
0.21777572,-0.098199174,-0.03785606,-0.3021185,0.4144979,0.16857213,-0.17721064,-0.43468198,-0.7205208,-0.14875813,0.11500336,0.55351806,-0.49273932,0.29313263,-0.42056948
0.5309045,0.22721429,-0.01409719,-1.2220967,0.42120093,0.15790808,-0.073795326,-0.3411825,-0.39181384,0.08376194,0.45297995,0.4729994,-0.45329347,0.5230757,-0.50729865
0.3361942,0.24049729,0.041951653,0.4453579,0.6854338,0.41973618,-0.28475755,-0.3007708,-0.4605436,0.23926772,0.47571927,0.60342664,-0.30570695,0.38354692,-0.33194357
0.34735814,0.20503534,-0.2940843,0.66943026,0.63672173,0.47319952,-0.15788676,-0.28343716,-0.30351773,0.10871796,0.46211606,0.6392945,-0.22149356,-1.0083885,-0.2473215
0.3428504,0.3256791,-0.07380744,0.5961602,0.0403249,0.34163374,-0.10718661,-0.26247776,-0.10495588,0.106437296,0.39569873,0.44409463,-0.32911795,-0.23355696,-0.33214015
-0.75615394,-0.6530795,-0.5629084,-0.81238663,-0.84798884,-0.9638806,-0.43286982,-0.6913938,-0.906758,-0.6700169,-0.8911709,-0.3395173,-0.5153456,-1.0033743,-0.6703745
-1.2063211,-0.8420471,-0.23837253,-1.4295157,-1.2239413,-1.5868672,-0.67313224,-0.9385569,-0.78516334,-1.0502605,-1.6765053,-0.97349006,-0.5386356,-1.536831,-0.6846631
0.3821547,0.39054987,0.079704314,0.5405921,0.2755347,-0.15901735,-0.27382594,-0.26653177,-0.3030875,0.12723371,0.116694294,0.68343306,-0.08809084,0.030800158,-0.07509927
0.34786364,0.33347827,-0.1981719,0.77757305,0.5705074,0.1851272,-0.22850856,-0.24105869,-0.6566131,0.26328427,0.46889716,0.77080154,-0.036421407,0.16262642,-0.029634284
0.29891196,0.3457864,-0.42476213,0.7867239,0.6056479,0.099699944,-0.10150873,-0.2733587,-0.5589149,0.16614416,0.4413122,0.803458,-0.067041315,0.2142549,-0.058028784
0.34933776,0.33481878,-0.31560487,0.77881044,0.58524203,-1.3490621,0.004524188,-0.30519503,-0.47833526,0.2754942,0.4759803,0.60351187,-0.19611353,0.34763113,-0.14921197
0.20488492,0.39278433,-0.2761332,0.5290665,0.19370325,-0.64533526,-0.03860041,-0.37707284,-0.81277895,0.33855483,0.37258086,0.6536476,-0.11575671,0.26988438,-0.20673168
-0.94542986,-0.73476726,-0.7662151,-0.90508205,-1.0769528,-1.1487525,-0.5017017,-0.8979349,-0.9005108,-0.62050736,-0.9000042,-0.61660004,-0.5745023,-0.901214,-0.83212984
-1.4721411,-1.3543974,-0.78836405,-1.6206158,-1.1605254,-1.7055336,-0.63008654,-1.1563485,-1.083575,-0.9945796,-1.662044,-1.1638298,-0.62188196,-1.5365725,-0.8704574
0.20606479,0.12964252,-0.19147293,0.42703727,0.20039056,0.0038525474,-0.15473932,-0.48808926,-0.42411748,-1.4938337,0.15732723,0.5099764,-0.38149336,-0.05371287,-0.36292332
0.24941328,0.5491337,-0.15504509,0.7364665,0.21182366,0.12670407,-0.013352944,-0.35749203,-0.49172625,-0.48754254,0.48965055,0.6802216,-0.26367897,0.0048431116,-0.2674689
0.36964303,0.4839783,-0.1331812,0.67990077,0.27472776,0.121916935,0.035578568,-0.3388342,-0.28133383,0.19096574,0.44799155,0.5738397,-0.16828175,-0.04036772,-0.11219069
0.36880034,0.41658843,-0.12506829,0.67253083,0.19210796,-0.057178818,0.28251126,-0.37557375,-0.3144164,0.4462956,0.46757612,0.6793403,0.13321693,0.01371833,0.1169753
0.24372616,0.18866485,-0.08649525,0.6893613,-0.032992728,-0.037756845,0.5024772,-0.377408,-0.48217204,0.52076113,0.47666174,0.7286234,0.10147707,0.07848983,0.12062814
-0.74815,-0.8844552,-1.0687368,-0.769392,-1.0162947,-1.1530814,0.21736006,-0.8435072,-0.88059443,-0.08180596,-0.7469954,-0.5008957,-0.2256663,-1.297097,-0.38855013
